,Compound,Date,Negative,Neutral,Positive,Tweets Ago,target
0,-0.296,Tue Jul 31 23:05:54 +0000 2018,0.732,0.268,0.0,1,BBCWorld
1,0.0,Tue Jul 31 23:03:24 +0000 2018,1.0,0.0,0.0,2,BBCWorld
2,0.0,Tue Jul 31 22:47:08 +0000 2018,1.0,0.0,0.0,3,BBCWorld
3,0.0,Tue Jul 31 22:01:07 +0000 2018,1.0,0.0,0.0,4,BBCWorld
4,0.0,Tue Jul 31 21:43:38 +0000 2018,1.0,0.0,0.0,5,BBCWorld
5,0.0,Tue Jul 31 21:42:30 +0000 2018,1.0,0.0,0.0,6,BBCWorld
6,0.2263,Tue Jul 31 21:28:39 +0000 2018,0.826,0.0,0.174,7,BBCWorld
7,-0.5859,Tue Jul 31 21:10:47 +0000 2018,0.678,0.322,0.0,8,BBCWorld
8,0.0,Tue Jul 31 19:44:26 +0000 2018,1.0,0.0,0.0,9,BBCWorld
9,0.5106,Tue Jul 31 19:01:02 +0000 2018,0.784,0.0,0.216,10,BBCWorld
10,0.1511,Tue Jul 31 18:54:46 +0000 2018,0.933,0.0,0.067,11,BBCWorld
11,-0.5994,Tue Jul 31 18:13:36 +0000 2018,0.672,0.328,0.0,12,BBCWorld
12,0.0,Tue Jul 31 17:10:53 +0000 2018,1.0,0.0,0.0,13,BBCWorld
13,-0.9136,Tue Jul 31 16:31:23 +0000 2018,0.467,0.533,0.0,14,BBCWorld
14,0.0,Tue Jul 31 16:17:37 +0000 2018,1.0,0.0,0.0,15,BBCWorld
15,0.0,Tue Jul 31 15:54:56 +0000 2018,1.0,0.0,0.0,16,BBCWorld
16,-0.7096,Tue Jul 31 15:41:32 +0000 2018,0.723,0.277,0.0,17,BBCWorld
17,0.0,Tue Jul 31 15:38:52 +0000 2018,1.0,0.0,0.0,18,BBCWorld
18,0.0,Tue Jul 31 15:27:59 +0000 2018,1.0,0.0,0.0,19,BBCWorld
19,-0.6597,Tue Jul 31 14:37:16 +0000 2018,0.597,0.403,0.0,20,BBCWorld
20,0.4389,Tue Jul 31 14:35:40 +0000 2018,0.818,0.0,0.182,21,BBCWorld
21,-0.34,Tue Jul 31 13:38:57 +0000 2018,0.769,0.231,0.0,22,BBCWorld
22,-0.34,Tue Jul 31 13:26:28 +0000 2018,0.769,0.231,0.0,23,BBCWorld
23,-0.5106,Tue Jul 31 13:06:21 +0000 2018,0.708,0.292,0.0,24,BBCWorld
24,-0.25,Tue Jul 31 12:53:23 +0000 2018,0.818,0.182,0.0,25,BBCWorld
25,0.1027,Tue Jul 31 12:46:06 +0000 2018,0.735,0.118,0.147,26,BBCWorld
26,0.0772,Tue Jul 31 12:36:38 +0000 2018,0.822,0.0,0.178,27,BBCWorld
27,-0.6486,Tue Jul 31 12:33:58 +0000 2018,0.42,0.441,0.14,28,BBCWorld
28,-0.4404,Tue Jul 31 12:23:52 +0000 2018,0.674,0.326,0.0,29,BBCWorld
29,-0.875,Tue Jul 31 12:08:32 +0000 2018,0.412,0.588,0.0,30,BBCWorld
30,0.4215,Tue Jul 31 12:01:26 +0000 2018,0.763,0.0,0.237,31,BBCWorld
31,-0.7096,Tue Jul 31 11:24:12 +0000 2018,0.576,0.424,0.0,32,BBCWorld
32,-0.7579,Tue Jul 31 10:52:03 +0000 2018,0.516,0.484,0.0,33,BBCWorld
33,-0.0258,Tue Jul 31 10:42:08 +0000 2018,0.879,0.121,0.0,34,BBCWorld
34,0.8176,Tue Jul 31 10:21:49 +0000 2018,0.483,0.0,0.517,35,BBCWorld
35,-0.6124,Tue Jul 31 10:11:57 +0000 2018,0.625,0.375,0.0,36,BBCWorld
36,-0.5859,Tue Jul 31 09:21:52 +0000 2018,0.652,0.348,0.0,37,BBCWorld
37,0.0,Tue Jul 31 08:57:57 +0000 2018,1.0,0.0,0.0,38,BBCWorld
38,0.0,Tue Jul 31 07:52:33 +0000 2018,1.0,0.0,0.0,39,BBCWorld
39,-0.6597,Tue Jul 31 07:47:23 +0000 2018,0.565,0.435,0.0,40,BBCWorld
40,0.4939,Tue Jul 31 07:14:46 +0000 2018,0.814,0.0,0.186,41,BBCWorld
41,-0.9118,Tue Jul 31 07:02:10 +0000 2018,0.341,0.659,0.0,42,BBCWorld
42,0.0,Tue Jul 31 05:49:49 +0000 2018,1.0,0.0,0.0,43,BBCWorld
43,0.0,Tue Jul 31 03:37:41 +0000 2018,1.0,0.0,0.0,44,BBCWorld
44,-0.4588,Tue Jul 31 03:16:41 +0000 2018,0.7,0.3,0.0,45,BBCWorld
45,0.4404,Tue Jul 31 02:40:07 +0000 2018,0.873,0.0,0.127,46,BBCWorld
46,0.0,Tue Jul 31 02:25:20 +0000 2018,1.0,0.0,0.0,47,BBCWorld
47,0.3612,Tue Jul 31 01:52:42 +0000 2018,0.894,0.0,0.106,48,BBCWorld
48,-0.6908,Tue Jul 31 00:54:45 +0000 2018,0.598,0.402,0.0,49,BBCWorld
49,-0.6597,Tue Jul 31 00:44:23 +0000 2018,0.649,0.351,0.0,50,BBCWorld
50,0.0,Tue Jul 31 00:28:38 +0000 2018,1.0,0.0,0.0,51,BBCWorld
51,-0.3612,Tue Jul 31 00:23:25 +0000 2018,0.8,0.2,0.0,52,BBCWorld
52,0.0,Tue Jul 31 00:12:41 +0000 2018,1.0,0.0,0.0,53,BBCWorld
53,-0.128,Tue Jul 31 00:04:09 +0000 2018,0.857,0.143,0.0,54,BBCWorld
54,-0.765,Mon Jul 30 21:42:28 +0000 2018,0.515,0.485,0.0,55,BBCWorld
55,-0.5574,Mon Jul 30 21:31:47 +0000 2018,0.735,0.265,0.0,56,BBCWorld
56,-0.6908,Mon Jul 30 21:07:36 +0000 2018,0.584,0.416,0.0,57,BBCWorld
57,0.3612,Mon Jul 30 19:23:22 +0000 2018,0.737,0.0,0.263,58,BBCWorld
58,-0.5994,Mon Jul 30 18:29:25 +0000 2018,0.55,0.45,0.0,59,BBCWorld
59,-0.802,Mon Jul 30 18:13:33 +0000 2018,0.494,0.506,0.0,60,BBCWorld
60,0.34,Mon Jul 30 17:46:25 +0000 2018,0.789,0.0,0.211,61,BBCWorld
61,-0.1779,Mon Jul 30 17:43:34 +0000 2018,0.388,0.333,0.279,62,BBCWorld
62,0.0,Mon Jul 30 17:40:34 +0000 2018,1.0,0.0,0.0,63,BBCWorld
63,-0.0772,Mon Jul 30 16:32:04 +0000 2018,0.874,0.126,0.0,64,BBCWorld
64,0.0,Mon Jul 30 15:28:38 +0000 2018,1.0,0.0,0.0,65,BBCWorld
65,0.0,Mon Jul 30 15:19:45 +0000 2018,1.0,0.0,0.0,66,BBCWorld
66,-0.8271,Mon Jul 30 14:30:27 +0000 2018,0.408,0.592,0.0,67,BBCWorld
67,0.0,Mon Jul 30 14:04:28 +0000 2018,1.0,0.0,0.0,68,BBCWorld
68,-0.2023,Mon Jul 30 13:51:07 +0000 2018,0.816,0.184,0.0,69,BBCWorld
69,0.4215,Mon Jul 30 13:43:48 +0000 2018,0.741,0.0,0.259,70,BBCWorld
70,0.0,Mon Jul 30 13:14:49 +0000 2018,1.0,0.0,0.0,71,BBCWorld
71,0.0,Mon Jul 30 13:04:41 +0000 2018,1.0,0.0,0.0,72,BBCWorld
72,-0.8689,Mon Jul 30 12:51:00 +0000 2018,0.647,0.353,0.0,73,BBCWorld
73,-0.6249,Mon Jul 30 12:33:10 +0000 2018,0.594,0.406,0.0,74,BBCWorld
74,0.0,Mon Jul 30 12:30:29 +0000 2018,1.0,0.0,0.0,75,BBCWorld
75,0.0,Mon Jul 30 12:20:25 +0000 2018,1.0,0.0,0.0,76,BBCWorld
76,-0.7003,Mon Jul 30 11:54:29 +0000 2018,0.608,0.392,0.0,77,BBCWorld
77,-0.5106,Mon Jul 30 11:36:47 +0000 2018,0.645,0.355,0.0,78,BBCWorld
78,-0.6908,Mon Jul 30 11:28:53 +0000 2018,0.612,0.388,0.0,79,BBCWorld
79,-0.7096,Mon Jul 30 11:18:20 +0000 2018,0.576,0.424,0.0,80,BBCWorld
80,-0.9231,Mon Jul 30 10:14:32 +0000 2018,0.429,0.571,0.0,81,BBCWorld
81,0.0,Mon Jul 30 09:10:44 +0000 2018,1.0,0.0,0.0,82,BBCWorld
82,0.0,Mon Jul 30 09:08:04 +0000 2018,1.0,0.0,0.0,83,BBCWorld
83,0.2732,Mon Jul 30 09:04:56 +0000 2018,0.769,0.0,0.231,84,BBCWorld
84,-0.3182,Mon Jul 30 08:59:59 +0000 2018,0.859,0.141,0.0,85,BBCWorld
85,-0.6486,Mon Jul 30 08:40:52 +0000 2018,0.677,0.323,0.0,86,BBCWorld
86,-0.296,Mon Jul 30 07:20:46 +0000 2018,0.804,0.196,0.0,87,BBCWorld
87,0.3818,Mon Jul 30 07:17:25 +0000 2018,0.867,0.0,0.133,88,BBCWorld
88,-0.6808,Mon Jul 30 07:17:19 +0000 2018,0.735,0.217,0.048,89,BBCWorld
89,0.0,Mon Jul 30 07:05:02 +0000 2018,1.0,0.0,0.0,90,BBCWorld
90,0.0,Mon Jul 30 04:32:56 +0000 2018,1.0,0.0,0.0,91,BBCWorld
91,-0.5719,Mon Jul 30 03:35:00 +0000 2018,0.515,0.485,0.0,92,BBCWorld
92,-0.1531,Mon Jul 30 03:04:30 +0000 2018,0.744,0.14,0.116,93,BBCWorld
93,-0.5267,Mon Jul 30 02:45:55 +0000 2018,0.673,0.327,0.0,94,BBCWorld
94,0.0,Mon Jul 30 02:38:22 +0000 2018,1.0,0.0,0.0,95,BBCWorld
95,0.0,Mon Jul 30 02:22:52 +0000 2018,1.0,0.0,0.0,96,BBCWorld
96,-0.891,Mon Jul 30 00:40:38 +0000 2018,0.274,0.726,0.0,97,BBCWorld
97,-0.34,Sun Jul 29 21:35:32 +0000 2018,0.745,0.255,0.0,98,BBCWorld
98,-0.4404,Sun Jul 29 21:14:42 +0000 2018,0.633,0.367,0.0,99,BBCWorld
99,-0.2263,Sun Jul 29 20:08:53 +0000 2018,0.853,0.147,0.0,100,BBCWorld
100,0.0,Tue Jul 31 23:14:02 +0000 2018,1.0,0.0,0.0,1,CBSNews
101,0.0,Tue Jul 31 23:11:49 +0000 2018,1.0,0.0,0.0,2,CBSNews
102,0.0,Tue Jul 31 23:08:10 +0000 2018,1.0,0.0,0.0,3,CBSNews
103,0.5559,Tue Jul 31 23:05:43 +0000 2018,0.805,0.0,0.195,4,CBSNews
104,-0.5574,Tue Jul 31 23:02:53 +0000 2018,0.87,0.13,0.0,5,CBSNews
105,0.2263,Tue Jul 31 22:58:13 +0000 2018,0.909,0.0,0.091,6,CBSNews
106,0.0,Tue Jul 31 22:49:56 +0000 2018,1.0,0.0,0.0,7,CBSNews
107,-0.34,Tue Jul 31 22:46:44 +0000 2018,0.897,0.103,0.0,8,CBSNews
108,0.0,Tue Jul 31 22:41:48 +0000 2018,1.0,0.0,0.0,9,CBSNews
109,0.0,Tue Jul 31 22:37:50 +0000 2018,1.0,0.0,0.0,10,CBSNews
110,-0.296,Tue Jul 31 22:24:53 +0000 2018,0.879,0.121,0.0,11,CBSNews
111,-0.4767,Tue Jul 31 22:09:33 +0000 2018,0.819,0.181,0.0,12,CBSNews
112,0.4215,Tue Jul 31 22:04:43 +0000 2018,0.851,0.0,0.149,13,CBSNews
113,-0.4019,Tue Jul 31 21:44:50 +0000 2018,0.816,0.184,0.0,14,CBSNews
114,-0.296,Tue Jul 31 21:30:37 +0000 2018,0.872,0.128,0.0,15,CBSNews
115,-0.6249,Tue Jul 31 21:09:57 +0000 2018,0.758,0.242,0.0,16,CBSNews
116,-0.5574,Tue Jul 31 20:54:51 +0000 2018,0.705,0.295,0.0,17,CBSNews
117,0.3818,Tue Jul 31 20:42:23 +0000 2018,0.885,0.0,0.115,18,CBSNews
118,0.0,Tue Jul 31 20:35:28 +0000 2018,1.0,0.0,0.0,19,CBSNews
119,0.0,Tue Jul 31 20:34:35 +0000 2018,1.0,0.0,0.0,20,CBSNews
120,-0.6369,Tue Jul 31 20:19:54 +0000 2018,0.766,0.234,0.0,21,CBSNews
121,-0.6908,Tue Jul 31 20:04:51 +0000 2018,0.593,0.296,0.111,22,CBSNews
122,0.0,Tue Jul 31 19:50:47 +0000 2018,1.0,0.0,0.0,23,CBSNews
123,-0.4449,Tue Jul 31 19:34:50 +0000 2018,0.853,0.147,0.0,24,CBSNews
124,-0.4663,Tue Jul 31 19:20:42 +0000 2018,0.669,0.218,0.113,25,CBSNews
125,0.0,Tue Jul 31 19:04:34 +0000 2018,1.0,0.0,0.0,26,CBSNews
126,-0.3818,Tue Jul 31 19:00:36 +0000 2018,0.613,0.255,0.132,27,CBSNews
127,0.4404,Tue Jul 31 18:44:32 +0000 2018,0.676,0.092,0.232,28,CBSNews
128,-0.3182,Tue Jul 31 18:30:28 +0000 2018,0.901,0.099,0.0,29,CBSNews
129,-0.6597,Tue Jul 31 18:14:55 +0000 2018,0.732,0.268,0.0,30,CBSNews
130,0.0,Tue Jul 31 18:00:30 +0000 2018,1.0,0.0,0.0,31,CBSNews
131,0.0,Tue Jul 31 17:45:00 +0000 2018,1.0,0.0,0.0,32,CBSNews
132,0.0,Tue Jul 31 17:43:25 +0000 2018,1.0,0.0,0.0,33,CBSNews
133,0.0,Tue Jul 31 17:29:49 +0000 2018,1.0,0.0,0.0,34,CBSNews
134,-0.4939,Tue Jul 31 17:14:35 +0000 2018,0.775,0.225,0.0,35,CBSNews
135,-0.7804,Tue Jul 31 17:00:12 +0000 2018,0.755,0.245,0.0,36,CBSNews
136,0.0258,Tue Jul 31 16:44:49 +0000 2018,0.567,0.213,0.22,37,CBSNews
137,-0.25,Tue Jul 31 16:30:01 +0000 2018,0.889,0.111,0.0,38,CBSNews
138,-0.5859,Tue Jul 31 16:14:41 +0000 2018,0.774,0.226,0.0,39,CBSNews
139,-0.6369,Tue Jul 31 16:00:25 +0000 2018,0.766,0.234,0.0,40,CBSNews
140,-0.765,Tue Jul 31 15:44:38 +0000 2018,0.663,0.337,0.0,41,CBSNews
141,0.765,Tue Jul 31 15:29:40 +0000 2018,0.691,0.0,0.309,42,CBSNews
142,0.0,Tue Jul 31 15:14:51 +0000 2018,1.0,0.0,0.0,43,CBSNews
143,0.4404,Tue Jul 31 14:59:38 +0000 2018,0.828,0.0,0.172,44,CBSNews
144,0.6249,Tue Jul 31 14:44:49 +0000 2018,0.746,0.0,0.254,45,CBSNews
145,-0.2732,Tue Jul 31 14:29:45 +0000 2018,0.896,0.104,0.0,46,CBSNews
146,-0.7845,Tue Jul 31 14:14:45 +0000 2018,0.615,0.385,0.0,47,CBSNews
147,-0.8591,Tue Jul 31 14:00:36 +0000 2018,0.689,0.311,0.0,48,CBSNews
148,0.296,Tue Jul 31 13:45:52 +0000 2018,0.855,0.0,0.145,49,CBSNews
149,0.5719,Tue Jul 31 13:29:56 +0000 2018,0.657,0.0,0.343,50,CBSNews
150,-0.34,Tue Jul 31 13:15:26 +0000 2018,0.906,0.094,0.0,51,CBSNews
151,0.4767,Tue Jul 31 13:14:31 +0000 2018,0.838,0.0,0.162,52,CBSNews
152,-0.1779,Tue Jul 31 12:59:59 +0000 2018,0.649,0.212,0.139,53,CBSNews
153,-0.3818,Tue Jul 31 12:39:32 +0000 2018,0.867,0.133,0.0,54,CBSNews
154,0.0,Tue Jul 31 12:30:41 +0000 2018,1.0,0.0,0.0,55,CBSNews
155,0.0,Tue Jul 31 12:21:25 +0000 2018,1.0,0.0,0.0,56,CBSNews
156,0.0,Tue Jul 31 12:19:54 +0000 2018,1.0,0.0,0.0,57,CBSNews
157,-0.4767,Tue Jul 31 12:19:48 +0000 2018,0.846,0.154,0.0,58,CBSNews
158,0.4404,Tue Jul 31 12:00:23 +0000 2018,0.676,0.092,0.232,59,CBSNews
159,0.0,Tue Jul 31 11:39:55 +0000 2018,1.0,0.0,0.0,60,CBSNews
160,0.0,Tue Jul 31 11:21:16 +0000 2018,1.0,0.0,0.0,61,CBSNews
161,0.0,Tue Jul 31 11:20:01 +0000 2018,1.0,0.0,0.0,62,CBSNews
162,0.0,Tue Jul 31 11:13:12 +0000 2018,1.0,0.0,0.0,63,CBSNews
163,0.0,Tue Jul 31 11:00:23 +0000 2018,1.0,0.0,0.0,64,CBSNews
164,-0.5719,Tue Jul 31 10:59:31 +0000 2018,0.734,0.266,0.0,65,CBSNews
165,-0.5267,Tue Jul 31 10:44:32 +0000 2018,0.805,0.195,0.0,66,CBSNews
166,0.4019,Tue Jul 31 10:40:00 +0000 2018,0.863,0.0,0.137,67,CBSNews
167,0.0,Tue Jul 31 10:37:15 +0000 2018,1.0,0.0,0.0,68,CBSNews
168,0.0,Tue Jul 31 10:37:05 +0000 2018,1.0,0.0,0.0,69,CBSNews
169,0.0,Tue Jul 31 10:31:39 +0000 2018,1.0,0.0,0.0,70,CBSNews
170,0.0,Tue Jul 31 10:19:55 +0000 2018,1.0,0.0,0.0,71,CBSNews
171,0.0,Tue Jul 31 10:10:20 +0000 2018,1.0,0.0,0.0,72,CBSNews
172,-0.4939,Tue Jul 31 10:03:05 +0000 2018,0.704,0.296,0.0,73,CBSNews
173,-0.5046,Tue Jul 31 10:02:53 +0000 2018,0.754,0.246,0.0,74,CBSNews
174,0.0,Tue Jul 31 09:53:31 +0000 2018,1.0,0.0,0.0,75,CBSNews
175,0.4019,Tue Jul 31 09:48:03 +0000 2018,0.847,0.0,0.153,76,CBSNews
176,0.802,Tue Jul 31 09:45:28 +0000 2018,0.625,0.0,0.375,77,CBSNews
177,-0.34,Tue Jul 31 09:38:05 +0000 2018,0.821,0.179,0.0,78,CBSNews
178,-0.6124,Tue Jul 31 09:32:05 +0000 2018,0.667,0.333,0.0,79,CBSNews
179,0.6705,Tue Jul 31 09:18:04 +0000 2018,0.621,0.0,0.379,80,CBSNews
180,0.0,Tue Jul 31 09:03:04 +0000 2018,1.0,0.0,0.0,81,CBSNews
181,0.0,Tue Jul 31 08:54:07 +0000 2018,1.0,0.0,0.0,82,CBSNews
182,0.0,Tue Jul 31 08:48:03 +0000 2018,1.0,0.0,0.0,83,CBSNews
183,0.0,Tue Jul 31 08:33:03 +0000 2018,1.0,0.0,0.0,84,CBSNews
184,-0.3182,Tue Jul 31 08:18:03 +0000 2018,0.827,0.173,0.0,85,CBSNews
185,-0.6486,Tue Jul 31 08:03:05 +0000 2018,0.699,0.301,0.0,86,CBSNews
186,0.7269,Tue Jul 31 07:48:04 +0000 2018,0.567,0.0,0.433,87,CBSNews
187,-0.7269,Tue Jul 31 07:33:03 +0000 2018,0.643,0.357,0.0,88,CBSNews
188,0.0,Tue Jul 31 07:18:04 +0000 2018,1.0,0.0,0.0,89,CBSNews
189,-0.296,Tue Jul 31 07:03:03 +0000 2018,0.833,0.167,0.0,90,CBSNews
190,-0.4215,Tue Jul 31 06:48:03 +0000 2018,0.625,0.234,0.141,91,CBSNews
191,-0.4404,Tue Jul 31 06:33:03 +0000 2018,0.791,0.209,0.0,92,CBSNews
192,-0.5574,Tue Jul 31 06:18:04 +0000 2018,0.753,0.247,0.0,93,CBSNews
193,0.4404,Tue Jul 31 06:03:04 +0000 2018,0.782,0.0,0.218,94,CBSNews
194,0.0,Tue Jul 31 05:48:03 +0000 2018,1.0,0.0,0.0,95,CBSNews
195,-0.5423,Tue Jul 31 05:33:03 +0000 2018,0.64,0.36,0.0,96,CBSNews
196,0.5267,Tue Jul 31 05:18:04 +0000 2018,0.673,0.0,0.327,97,CBSNews
197,0.0,Tue Jul 31 05:10:06 +0000 2018,1.0,0.0,0.0,98,CBSNews
198,0.1027,Tue Jul 31 05:03:03 +0000 2018,0.662,0.154,0.184,99,CBSNews
199,0.0,Tue Jul 31 04:48:04 +0000 2018,1.0,0.0,0.0,100,CBSNews
200,0.6249,Tue Jul 31 23:14:01 +0000 2018,0.785,0.0,0.215,1,CNN
201,0.4019,Tue Jul 31 23:11:05 +0000 2018,0.886,0.0,0.114,2,CNN
202,0.0,Tue Jul 31 23:01:05 +0000 2018,1.0,0.0,0.0,3,CNN
203,0.4215,Tue Jul 31 22:52:16 +0000 2018,0.781,0.074,0.145,4,CNN
204,0.0,Tue Jul 31 22:49:22 +0000 2018,1.0,0.0,0.0,5,CNN
205,-0.3612,Tue Jul 31 22:48:26 +0000 2018,0.889,0.111,0.0,6,CNN
206,-0.6486,Tue Jul 31 22:45:14 +0000 2018,0.791,0.209,0.0,7,CNN
207,0.5574,Tue Jul 31 22:42:19 +0000 2018,0.783,0.0,0.217,8,CNN
208,0.5719,Tue Jul 31 22:35:57 +0000 2018,0.773,0.0,0.227,9,CNN
209,0.0,Tue Jul 31 22:33:07 +0000 2018,1.0,0.0,0.0,10,CNN
210,0.6037,Tue Jul 31 22:28:34 +0000 2018,0.709,0.0,0.291,11,CNN
211,0.0,Tue Jul 31 22:26:55 +0000 2018,1.0,0.0,0.0,12,CNN
212,0.4404,Tue Jul 31 22:26:04 +0000 2018,0.847,0.0,0.153,13,CNN
213,0.0,Tue Jul 31 22:13:34 +0000 2018,1.0,0.0,0.0,14,CNN
214,-0.6908,Tue Jul 31 22:09:47 +0000 2018,0.725,0.275,0.0,15,CNN
215,0.1779,Tue Jul 31 21:53:04 +0000 2018,0.855,0.0,0.145,16,CNN
216,-0.5574,Tue Jul 31 21:43:04 +0000 2018,0.765,0.235,0.0,17,CNN
217,0.0,Tue Jul 31 21:39:06 +0000 2018,1.0,0.0,0.0,18,CNN
218,0.5859,Tue Jul 31 21:38:48 +0000 2018,0.769,0.0,0.231,19,CNN
219,-0.5423,Tue Jul 31 21:32:18 +0000 2018,0.809,0.191,0.0,20,CNN
220,0.0,Tue Jul 31 21:23:45 +0000 2018,1.0,0.0,0.0,21,CNN
221,0.7351,Tue Jul 31 21:16:32 +0000 2018,0.708,0.0,0.292,22,CNN
222,-0.5423,Tue Jul 31 21:05:41 +0000 2018,0.851,0.149,0.0,23,CNN
223,0.4404,Tue Jul 31 21:03:43 +0000 2018,0.884,0.0,0.116,24,CNN
224,0.0,Tue Jul 31 21:01:50 +0000 2018,1.0,0.0,0.0,25,CNN
225,0.2716,Tue Jul 31 21:01:08 +0000 2018,0.664,0.119,0.218,26,CNN
226,-0.5574,Tue Jul 31 20:54:24 +0000 2018,0.78,0.17,0.05,27,CNN
227,-0.3291,Tue Jul 31 20:52:22 +0000 2018,0.865,0.135,0.0,28,CNN
228,-0.128,Tue Jul 31 20:45:49 +0000 2018,0.919,0.081,0.0,29,CNN
229,0.8225,Tue Jul 31 20:45:03 +0000 2018,0.709,0.0,0.291,30,CNN
230,-0.2755,Tue Jul 31 20:33:24 +0000 2018,0.9,0.1,0.0,31,CNN
231,0.25,Tue Jul 31 20:31:32 +0000 2018,0.864,0.0,0.136,32,CNN
232,0.0,Tue Jul 31 20:21:58 +0000 2018,1.0,0.0,0.0,33,CNN
233,0.0,Tue Jul 31 20:06:27 +0000 2018,1.0,0.0,0.0,34,CNN
234,-0.5106,Tue Jul 31 19:58:10 +0000 2018,0.829,0.171,0.0,35,CNN
235,0.0,Tue Jul 31 19:50:52 +0000 2018,1.0,0.0,0.0,36,CNN
236,0.5719,Tue Jul 31 19:39:20 +0000 2018,0.802,0.0,0.198,37,CNN
237,-0.34,Tue Jul 31 19:35:06 +0000 2018,0.645,0.226,0.129,38,CNN
238,0.3182,Tue Jul 31 19:25:07 +0000 2018,0.867,0.0,0.133,39,CNN
239,0.0,Tue Jul 31 19:15:46 +0000 2018,1.0,0.0,0.0,40,CNN
240,0.7096,Tue Jul 31 19:09:29 +0000 2018,0.753,0.0,0.247,41,CNN
241,0.7579,Tue Jul 31 18:54:03 +0000 2018,0.723,0.0,0.277,42,CNN
242,0.34,Tue Jul 31 18:48:36 +0000 2018,0.854,0.0,0.146,43,CNN
243,-0.5267,Tue Jul 31 18:44:10 +0000 2018,0.88,0.12,0.0,44,CNN
244,-0.0258,Tue Jul 31 18:38:25 +0000 2018,0.736,0.134,0.13,45,CNN
245,0.0,Tue Jul 31 18:33:00 +0000 2018,1.0,0.0,0.0,46,CNN
246,0.0,Tue Jul 31 18:26:24 +0000 2018,1.0,0.0,0.0,47,CNN
247,0.0,Tue Jul 31 18:14:35 +0000 2018,1.0,0.0,0.0,48,CNN
